epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,46.5372,2.31631,0.06667,0.46667,2.36537,9.996e-05,9.996e-05,9.996e-05
2,93.2649,1.88957,0.33333,0.66667,2.19559,0.00013873,0.00013873,0.00013873
3,141.811,1.59326,0.33333,0.8,2.07117,0.000106814,0.000106814,0.000106814
