epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,47.6375,2.31631,0.06667,0.46667,2.36537,9.996e-05,9.996e-05,9.996e-05
2,96.9507,1.86691,0.4,0.73333,2.17231,0.000166062,0.000166062,0.000166062
3,144.715,1.4752,0.33333,0.8,1.93349,0.000189753,0.000189753,0.000189753
4,190.607,1.1067,0.46667,0.8,1.75341,0.000171032,0.000171032,0.000171032
5,236.426,0.87524,0.46667,0.86667,1.67791,0.000109899,0.000109899,0.000109899
